content,group,seg_tokens,pos_tags,word_pos_pairs,clean_tokens
人们总会相信老登说的话，即使那些话毫无道理。,Group_Old,人们 总会 相信 老登 说 的话 ， 即使 那些 话 毫无道理 。,n n v x v u x c r n l x,人们/n 总会/n 相信/v 老登/x 说/v 的话/u ，/x 即使/c 那些/r 话/n 毫无道理/l 。/x,"['总会', '毫无道理']"
那个老太婆真是老糊涂了，别把她的屁话当回事。,Group_Old,那个 老太婆 真是 老糊涂 了 ， 别 把 她 的 屁话 当回事 。,r nr d z ul x d p r uj n i x,那个/r 老太婆/nr 真是/d 老糊涂/z 了/ul ，/x 别/d 把/p 她/r 的/uj 屁话/n 当回事/i 。/x,"['老太婆', '老糊涂', '屁话', '当回事']"
这个老登吓了我一大跳。,Group_Old,这个 老登 吓 了 我 一大跳 。,r x v ul r i x,这个/r 老登/x 吓/v 了/ul 我/r 一大跳/i 。/x,['一大跳']
那个老登什么时候才挂？,Group_Old,那个 老登 什么 时候 才 挂 ？,r x r n d v x,那个/r 老登/x 什么/r 时候/n 才/d 挂/v ？/x,[]
不如直说，“保护未成年”就是便宜了那些老登的借口。,Group_Old,不如 直说 ， “ 保护 未成年 ” 就是 便宜 了 那些 老登 的 借口 。,c v x x v l x d a ul r x uj n x,不如/c 直说/v ，/x “/x 保护/v 未成年/l ”/x 就是/d 便宜/a 了/ul 那些/r 老登/x 的/uj 借口/n 。/x,"['直说', '保护', '未成年', '便宜', '借口']"
这个老不死的！,Group_Old,这个 老不死的 ！,r x x,这个/r 老不死的/x ！/x,['老不死的']
楼下那几个老登说了一天别人闲话了，还没完没了。,Group_Old,楼下 那 几个 老登 说 了 一天 别人 闲话 了 ， 还 没完没了 。,s r m x v ul m r n ul x d l x,楼下/s 那/r 几个/m 老登/x 说/v 了/ul 一天/m 别人/r 闲话/n 了/ul ，/x 还/d 没完没了/l 。/x,"['楼下', '别人', '闲话', '没完没了']"
我不要再听老登吹牛了，太折寿了，还要给他们敬酒，真想跑。,Group_Old,我 不要 再 听 老登 吹牛 了 ， 太 折寿 了 ， 还要 给 他们 敬酒 ， 真 想 跑 。,r df d v x n ul x d nr ul x c p r v x d v v x,我/r 不要/df 再/d 听/v 老登/x 吹牛/n 了/ul ，/x 太/d 折寿/nr 了/ul ，/x 还要/c 给/p 他们/r 敬酒/v ，/x 真/d 想/v 跑/v 。/x,"['吹牛', '折寿', '还要', '敬酒']"
这个老登什么时候死啊，气死我了！,Group_Old,这个 老登 什么 时候 死 啊 ， 气死我了 ！,r x r n v y x l x,这个/r 老登/x 什么/r 时候/n 死/v 啊/y ，/x 气死我了/l ！/x,['气死我了']
那个老登也太能活了。,Group_Old,那个 老登 也 太 能活 了 。,r x d d v ul x,那个/r 老登/x 也/d 太/d 能活/v 了/ul 。/x,['能活']
心态老了，就怎么建议都没用了。,Group_Old,心态 老 了 ， 就 怎么 建议 都 没用 了 。,n a ul x d r n d v ul x,心态/n 老/a 了/ul ，/x 就/d 怎么/r 建议/n 都/d 没用/v 了/ul 。/x,"['心态', '建议', '没用']"
那个老登居然抠门成这样。,Group_Old,那个 老登 居然 抠门 成 这样 。,r x d a n r x,那个/r 老登/x 居然/d 抠门/a 成/n 这样/r 。/x,['抠门']
老登就这么听不了实话吗？,Group_Old,老登 就 这么 听 不了 实话 吗 ？,x d r v v v y x,老登/x 就/d 这么/r 听/v 不了/v 实话/v 吗/y ？/x,"['不了', '实话']"
高铁旁边坐了个打鼾的老登，真想砍死他。,Group_Old,高铁 旁边 坐 了 个 打鼾 的 老登 ， 真 想 砍死 他 。,n f v ul q v uj x x d v v r x,高铁/n 旁边/f 坐/v 了/ul 个/q 打鼾/v 的/uj 老登/x ，/x 真/d 想/v 砍死/v 他/r 。/x,"['高铁', '旁边', '打鼾', '砍死']"
他就这么画了一堆老登。,Group_Old,他 就 这么 画 了 一堆 老登 。,r d r v ul m x x,他/r 就/d 这么/r 画/v 了/ul 一堆/m 老登/x 。/x,['一堆']
关于考试只字不提，是那个老登给我们最大的惩罚。,Group_Old,关于 考试 只字不提 ， 是 那个 老登 给 我们 最大 的 惩罚 。,p vn l x v r x p r a uj vn x,关于/p 考试/vn 只字不提/l ，/x 是/v 那个/r 老登/x 给/p 我们/r 最大/a 的/uj 惩罚/vn 。/x,"['考试', '只字不提', '惩罚']"
这个老登真是疯了，好恶心。,Group_Old,这个 老登 真是 疯 了 ， 好 恶心 。,r x d v ul x a n x,这个/r 老登/x 真是/d 疯/v 了/ul ，/x 好/a 恶心/n 。/x,['恶心']
老登，我看你是不想善终了吧？,Group_Old,老登 ， 我 看 你 是 不想 善终 了 吧 ？,x x r v r v v v ul y x,老登/x ，/x 我/r 看/v 你/r 是/v 不想/v 善终/v 了/ul 吧/y ？/x,['善终']
倚老卖老是法律不允许的。,Group_Old,倚老卖老 是 法律 不 允许 的 。,i v n d v uj x,倚老卖老/i 是/v 法律/n 不/d 允许/v 的/uj 。/x,"['倚老卖老', '法律']"
死老登，剧情方面最好别让我骂你。,Group_Old,死 老登 ， 剧情 方面 最好 别 让 我 骂 你 。,v x x n n a d v r v r x,死/v 老登/x ，/x 剧情/n 方面/n 最好/a 别/d 让/v 我/r 骂/v 你/r 。/x,['剧情']
话语权都掌握在老登手里了。,Group_Old,话语权 都 掌握 在 老登 手里 了 。,n d v p x s ul x,话语权/n 都/d 掌握/v 在/p 老登/x 手里/s 了/ul 。/x,"['话语权', '手里']"
这个老登怎么有这么多义子？,Group_Old,这个 老登 怎么 有 这么 多 义子 ？,r x r v r m n x,这个/r 老登/x 怎么/r 有/v 这么/r 多/m 义子/n ？/x,['义子']
那个老登怎么那么多义子？,Group_Old,那个 老登 怎么 那么 多 义子 ？,r x r r m n x,那个/r 老登/x 怎么/r 那么/r 多/m 义子/n ？/x,['义子']
都怪你这个老登！,Group_Old,都 怪 你 这个 老登 ！,d v r r x x,都/d 怪/v 你/r 这个/r 老登/x ！/x,[]
坏人变老了，就开始倚老卖老了。,Group_Old,坏人变老 了 ， 就 开始 倚老卖老 了 。,x ul x d v i ul x,坏人变老/x 了/ul ，/x 就/d 开始/v 倚老卖老/i 了/ul 。/x,"['坏人变老', '倚老卖老']"
这个老登怎么还不死！,Group_Old,这个 老登 怎么 还 不 死 ！,r x r d d v x,这个/r 老登/x 怎么/r 还/d 不/d 死/v ！/x,[]
这个老登也太能活了。,Group_Old,这个 老登 也 太 能活 了 。,r x d d v ul x,这个/r 老登/x 也/d 太/d 能活/v 了/ul 。/x,['能活']
那个80多岁的老登说是为了给他们加油打气。,Group_Old,那个 80 多岁 的 老登 说 是 为了 给 他们 加油打气 。,r m m uj x v v p p r nt x,那个/r 80/m 多岁/m 的/uj 老登/x 说/v 是/v 为了/p 给/p 他们/r 加油打气/nt 。/x,"['80', '多岁', '加油打气']"
你这个老登能不能闭嘴？天天抠得要死。,Group_Old,你 这个 老登 能 不能 闭嘴 ？ 天天 抠 得 要死 。,r r x v v v x t v ud v x,你/r 这个/r 老登/x 能/v 不能/v 闭嘴/v ？/x 天天/t 抠/v 得/ud 要死/v 。/x,"['闭嘴', '天天', '要死']"
我真是个老顽固。,Group_Old,我 真是 个 老顽固 。,r d q nr x,我/r 真是/d 个/q 老顽固/nr 。/x,['老顽固']
那个老登不仅抠门还爱打嘴炮，名言就是：“骗你就骗你了。”。,Group_Old,那个 老登 不仅 抠门 还 爱 打 嘴 炮 ， 名言 就是 ： “ 骗 你 就 骗 你 了 。 ” 。,r x c a d v v n n x n d x x v r d v r ul x x x,那个/r 老登/x 不仅/c 抠门/a 还/d 爱/v 打/v 嘴/n 炮/n ，/x 名言/n 就是/d ：/x “/x 骗/v 你/r 就/d 骗/v 你/r 了/ul 。/x ”/x 。/x,"['抠门', '名言']"
审美差的老登还是回家养老去吧，好吗？,Group_Old,审美 差 的 老登 还是 回家 养老 去 吧 ， 好 吗 ？,vn a uj x c n nr v y x a y x,审美/vn 差/a 的/uj 老登/x 还是/c 回家/n 养老/nr 去/v 吧/y ，/x 好/a 吗/y ？/x,"['审美', '回家', '养老']"
最近怎么老是遇到烦人的老登？,Group_Old,最近 怎么 老 是 遇到 烦人 的 老登 ？,f r a v v a uj x x,最近/f 怎么/r 老/a 是/v 遇到/v 烦人/a 的/uj 老登/x ？/x,['烦人']
那个老登在那故意接近他呢，真是防不胜防。,Group_Old,那个 老登 在 那 故意 接近 他 呢 ， 真是 防不胜防 。,r x p r d v r y x d i x,那个/r 老登/x 在/p 那/r 故意/d 接近/v 他/r 呢/y ，/x 真是/d 防不胜防/i 。/x,"['故意', '接近', '防不胜防']"
我打算全程盯着这个老登。,Group_Old,我 打算 全程 盯 着 这个 老登 。,r v n v uz r x x,我/r 打算/v 全程/n 盯/v 着/uz 这个/r 老登/x 。/x,"['打算', '全程']"
我还是觉得这个老登有问题。,Group_Old,我 还是 觉得 这个 老登 有 问题 。,r c v r x v n x,我/r 还是/c 觉得/v 这个/r 老登/x 有/v 问题/n 。/x,[]
老登全都去死吧，滚！,Group_Old,老登 全都 去死吧 ， 滚 ！,x n n x v x,老登/x 全都/n 去死吧/n ，/x 滚/v ！/x,"['全都', '去死吧']"
那些名额不过是老登们用来操纵舆论的工具罢了。,Group_Old,那些 名额 不过 是 老登 们 用来 操纵 舆论 的 工具 罢了 。,r n c v x k v v n uj n y x,那些/r 名额/n 不过/c 是/v 老登/x 们/k 用来/v 操纵/v 舆论/n 的/uj 工具/n 罢了/y 。/x,"['名额', '用来', '操纵', '舆论', '工具']"
这个老登的儿子还不少。,Group_Old,这个 老登 的 儿子 还 不少 。,r x uj n d d x,这个/r 老登/x 的/uj 儿子/n 还/d 不少/d 。/x,['不少']
我不行了，真是个老古董。,Group_Old,我 不行 了 ， 真是 个 老古董 。,r v ul x d q nr x,我/r 不行/v 了/ul ，/x 真是/d 个/q 老古董/nr 。/x,"['不行', '老古董']"
那个老登竟然没死成。,Group_Old,那个 老登 竟然 没死 成 。,r x d v v x,那个/r 老登/x 竟然/d 没死/v 成/v 。/x,['没死']
这个老登怎么这么难死？,Group_Old,这个 老登 怎么 这么 难 死 ？,r x r r a v x,这个/r 老登/x 怎么/r 这么/r 难/a 死/v ？/x,[]
这个老登太难杀了，血怎么这么厚！,Group_Old,这个 老登 太 难 杀 了 ， 血 怎么 这么 厚 ！,r x d a v ul x n r r a x,这个/r 老登/x 太/d 难/a 杀/v 了/ul ，/x 血/n 怎么/r 这么/r 厚/a ！/x,[]
一群老登，一家子疯子。,Group_Old,一群 老登 ， 一家子 疯子 。,m x x n n x,一群/m 老登/x ，/x 一家子/n 疯子/n 。/x,"['一家子', '疯子']"
说话不要老气横秋的。,Group_Old,说话 不要 老气横秋 的 。,v df i uj x,说话/v 不要/df 老气横秋/i 的/uj 。/x,"['说话', '老气横秋']"
老登发疯，小登撒娇，一个更年期，一个青春期，真把我气死了。,Group_Old,老登 发疯 ， 小登 撒娇 ， 一个 更年期 ， 一个 青春期 ， 真 把 我 气死 了 。,x v x nr v x m t x m t x d p r n ul x,老登/x 发疯/v ，/x 小登/nr 撒娇/v ，/x 一个/m 更年期/t ，/x 一个/m 青春期/t ，/x 真/d 把/p 我/r 气死/n 了/ul 。/x,"['发疯', '小登', '撒娇', '更年期', '青春期', '气死']"
那个老登怎么这么能活！,Group_Old,那个 老登 怎么 这么 能 活 ！,r x r r v vn x,那个/r 老登/x 怎么/r 这么/r 能/v 活/vn ！/x,[]
那些老登们真是为老不尊。,Group_Old,那些 老登 们 真是 为 老 不 尊 。,r x k d p a d v x,那些/r 老登/x 们/k 真是/d 为/p 老/a 不/d 尊/v 。/x,[]
老登要赚钱，抓这个风险是最小的。,Group_Old,老登 要 赚钱 ， 抓 这个 风险 是 最小 的 。,x v v x v r n v a uj x,老登/x 要/v 赚钱/v ，/x 抓/v 这个/r 风险/n 是/v 最小/a 的/uj 。/x,"['赚钱', '风险', '最小']"
这个老登居然还没死，命真硬啊！,Group_Old,这个 老登 居然 还 没死 ， 命 真 硬 啊 ！,r x d d v x n d a y x,这个/r 老登/x 居然/d 还/d 没死/v ，/x 命/n 真/d 硬/a 啊/y ！/x,['没死']
老登总喜欢告诉年轻女孩该怎么活。,Group_Old,老登 总 喜欢 告诉 年轻 女孩 该 怎么 活 。,x b v v a n r r vn x,老登/x 总/b 喜欢/v 告诉/v 年轻/a 女孩/n 该/r 怎么/r 活/vn 。/x,"['喜欢', '告诉', '年轻', '女孩']"
老登和老登之间也是有差别的。,Group_Old,老登 和 老登 之间 也 是 有 差别 的 。,x c x f d v v d uj x,老登/x 和/c 老登/x 之间/f 也/d 是/v 有/v 差别/d 的/uj 。/x,"['之间', '差别']"
这些情节就是为了满足老登的欲望吧？,Group_Old,这些 情节 就是 为了 满足 老登 的 欲望 吧 ？,r n d p v x uj v y x,这些/r 情节/n 就是/d 为了/p 满足/v 老登/x 的/uj 欲望/v 吧/y ？/x,"['情节', '欲望']"
那些老不死的吐在地上的痰，都被冲到我脚上了。,Group_Old,那些 老不死的 吐 在 地上 的 痰 ， 都 被 冲到 我 脚 上 了 。,r x v p s uj n x d p v r n f ul x,那些/r 老不死的/x 吐/v 在/p 地上/s 的/uj 痰/n ，/x 都/d 被/p 冲到/v 我/r 脚/n 上/f 了/ul 。/x,"['老不死的', '地上', '冲到']"
这个老登是开挂了吧？,Group_Old,这个 老登 是 开挂 了 吧 ？,r x v v ul y x,这个/r 老登/x 是/v 开挂/v 了/ul 吧/y ？/x,['开挂']
他居然是那个老登的义子！,Group_Old,他 居然 是 那个 老登 的 义子 ！,r d v r x uj n x,他/r 居然/d 是/v 那个/r 老登/x 的/uj 义子/n ！/x,['义子']
你们这些影视圈的老登，拍的电视剧只要有一点不满意就受不了。,Group_Old,你们 这些 影视圈 的 老登 ， 拍 的 电视剧 只要 有 一点 不 满意 就 受不了 。,r r n uj x x v uj n c v m d v d l x,你们/r 这些/r 影视圈/n 的/uj 老登/x ，/x 拍/v 的/uj 电视剧/n 只要/c 有/v 一点/m 不/d 满意/v 就/d 受不了/l 。/x,"['影视圈', '电视剧', '一点', '满意', '受不了']"
这个老登真难杀。,Group_Old,这个 老登 真难 杀 。,r x d v x,这个/r 老登/x 真难/d 杀/v 。/x,['真难']
像他这种老登，一点芝麻大的事都能吹上天。,Group_Old,像 他 这种 老登 ， 一点 芝麻 大 的 事 都 能 吹 上天 。,v r r x x m n a uj n d v v t x,像/v 他/r 这种/r 老登/x ，/x 一点/m 芝麻/n 大/a 的/uj 事/n 都/d 能/v 吹/v 上天/t 。/x,"['一点', '芝麻', '上天']"
珍爱生命，远离老登。,Group_Old,珍爱 生命 ， 远离 老登 。,a vn x v x x,珍爱/a 生命/vn ，/x 远离/v 老登/x 。/x,"['珍爱', '生命', '远离']"
老登这个疯子，就该被揍一顿。,Group_Old,老登 这个 疯子 ， 就 该 被 揍 一顿 。,x r n x d r p v m x,老登/x 这个/r 疯子/n ，/x 就/d 该/r 被/p 揍/v 一顿/m 。/x,"['疯子', '一顿']"
那些老登真是一个比一个恶心。,Group_Old,那些 老登 真是 一个 比 一个 恶心 。,r x d m p m n x,那些/r 老登/x 真是/d 一个/m 比/p 一个/m 恶心/n 。/x,['恶心']
我妈把我养得老气横秋的。,Group_Old,我 妈 把 我 养 得 老气横秋 的 。,r n p r v ud i uj x,我/r 妈/n 把/p 我/r 养/v 得/ud 老气横秋/i 的/uj 。/x,['老气横秋']
他居然还没死，真是个老不死。,Group_Old,他 居然 还 没死 ， 真是 个 老不死 。,r d d v x d q i x,他/r 居然/d 还/d 没死/v ，/x 真是/d 个/q 老不死/i 。/x,"['没死', '老不死']"
这种老登，一点芝麻大的事都能吹上天。,Group_Old,这种 老登 ， 一点 芝麻 大 的 事 都 能 吹 上天 。,r x x m n a uj n d v v t x,这种/r 老登/x ，/x 一点/m 芝麻/n 大/a 的/uj 事/n 都/d 能/v 吹/v 上天/t 。/x,"['一点', '芝麻', '上天']"
我总能熬死那群老登。,Group_Old,我 总能 熬 死 那 群 老登 。,r n v v r q x x,我/r 总能/n 熬/v 死/v 那/r 群/q 老登/x 。/x,['总能']
看个演唱会，却被旁边的老登指指点点。,Group_Old,看 个 演唱会 ， 却 被 旁边 的 老登 指指点点 。,v q n x d p f uj x n x,看/v 个/q 演唱会/n ，/x 却/d 被/p 旁边/f 的/uj 老登/x 指指点点/n 。/x,"['演唱会', '旁边', '指指点点']"
那个老登也太难杀了吧！,Group_Old,那个 老登 也 太 难 杀 了 吧 ！,r x d d a v ul y x,那个/r 老登/x 也/d 太/d 难/a 杀/v 了/ul 吧/y ！/x,[]
这个老登的命是真硬。,Group_Old,这个 老登 的 命 是 真硬 。,r x uj n v a x,这个/r 老登/x 的/uj 命/n 是/v 真硬/a 。/x,['真硬']
那个老登怎么还没死啊？,Group_Old,那个 老登 怎么 还 没死 啊 ？,r x r d v y x,那个/r 老登/x 怎么/r 还/d 没死/v 啊/y ？/x,['没死']
这个老登怎么还没死？,Group_Old,这个 老登 怎么 还 没死 ？,r x r d v x,这个/r 老登/x 怎么/r 还/d 没死/v ？/x,['没死']
我真想熬死这群老不死的大爷。,Group_Old,我 真 想 熬 死 这 群 老不死的 大爷 。,r d v v v r q x n x,我/r 真/d 想/v 熬/v 死/v 这/r 群/q 老不死的/x 大爷/n 。/x,"['老不死的', '大爷']"
这个老登怎么还没下线？,Group_Old,这个 老登 怎么 还 没 下线 ？,r x r d v n x,这个/r 老登/x 怎么/r 还/d 没/v 下线/n ？/x,['下线']
真希望世界可以少一点老登。,Group_Old,真 希望 世界 可以 少 一点 老登 。,d v n c a m x x,真/d 希望/v 世界/n 可以/c 少/a 一点/m 老登/x 。/x,"['希望', '世界', '一点']"
老球员体力不支，技术都走样了。,Group_Old,老 球员 体力不支 ， 技术 都 走样 了 。,a n n x n d n ul x,老/a 球员/n 体力不支/n ，/x 技术/n 都/d 走样/n 了/ul 。/x,"['球员', '体力不支', '技术', '走样']"
这个老登终于被解雇了，真是喜大普奔。,Group_Old,这个 老登 终于 被 解雇 了 ， 真是 喜大普奔 。,r x d p v ul x d ns x,这个/r 老登/x 终于/d 被/p 解雇/v 了/ul ，/x 真是/d 喜大普奔/ns 。/x,"['终于', '解雇', '喜大普奔']"
你这个老登怎么这么难杀？,Group_Old,你 这个 老登 怎么 这么 难 杀 ？,r r x r r a v x,你/r 这个/r 老登/x 怎么/r 这么/r 难/a 杀/v ？/x,[]
老登，你要干什么？,Group_Old,老登 ， 你 要 干什么 ？,x x r v l x,老登/x ，/x 你/r 要/v 干什么/l ？/x,['干什么']
这个老登怎么这么难杀，快气死我了！,Group_Old,这个 老登 怎么 这么 难 杀 ， 快 气死我了 ！,r x r r a v x a l x,这个/r 老登/x 怎么/r 这么/r 难/a 杀/v ，/x 快/a 气死我了/l ！/x,['气死我了']
那个老登快把我气死了！,Group_Old,那个 老登 快 把 我 气死 了 ！,r x a p r n ul x,那个/r 老登/x 快/a 把/p 我/r 气死/n 了/ul ！/x,['气死']
他是个很不要脸的老登。,Group_Old,他 是 个 很 不要脸 的 老登 。,r v q d l uj x x,他/r 是/v 个/q 很/d 不要脸/l 的/uj 老登/x 。/x,['不要脸']
这群老登怎么活那么长？赶紧暴毙吧，占着茅坑不拉屎。,Group_Old,这 群 老登 怎么 活 那么 长 ？ 赶紧 暴毙 吧 ， 占 着 茅坑 不 拉屎 。,r q x r vn r a x d v y x v uz n d v x,这/r 群/q 老登/x 怎么/r 活/vn 那么/r 长/a ？/x 赶紧/d 暴毙/v 吧/y ，/x 占/v 着/uz 茅坑/n 不/d 拉屎/v 。/x,"['赶紧', '暴毙', '茅坑', '拉屎']"
还好你是个老登，能在饭桌上说教的时间也不多了。,Group_Old,还好 你 是 个 老登 ， 能 在 饭桌 上 说教 的 时间 也不多 了 。,v r v q x x v p n f v uj n l ul x,还好/v 你/r 是/v 个/q 老登/x ，/x 能/v 在/p 饭桌/n 上/f 说教/v 的/uj 时间/n 也不多/l 了/ul 。/x,"['还好', '饭桌', '说教', '时间', '也不多']"
这些老登是不是知道自己快死了，才这么为所欲为？,Group_Old,这些 老登 是不是 知道 自己 快死了 ， 才 这么 为所欲为 ？,r x l v r l x d r i x,这些/r 老登/x 是不是/l 知道/v 自己/r 快死了/l ，/x 才/d 这么/r 为所欲为/i ？/x,"['快死了', '为所欲为']"
原来是部老登电影啊。,Group_Old,原来 是 部 老登 电影 啊 。,d v n x n zg x,原来/d 是/v 部/n 老登/x 电影/n 啊/zg 。/x,['电影']
你这个老登竟然没死？,Group_Old,你 这个 老登 竟然 没 死 ？,r r x d v v x,你/r 这个/r 老登/x 竟然/d 没/v 死/v ？/x,[]
别把自己搞得老气横秋的。,Group_Old,别 把 自己 搞 得 老气横秋 的 。,d p r v ud i uj x,别/d 把/p 自己/r 搞/v 得/ud 老气横秋/i 的/uj 。/x,['老气横秋']
老登在那无法无天没人管，就知道逮着小姑娘往死里整。,Group_Old,老登 在 那 无法无天 没人管 ， 就 知道 逮 着 小姑娘 往 死 里 整 。,x p r l l x d v v uz nr p v f v x,老登/x 在/p 那/r 无法无天/l 没人管/l ，/x 就/d 知道/v 逮/v 着/uz 小姑娘/nr 往/p 死/v 里/f 整/v 。/x,"['无法无天', '没人管', '小姑娘']"
这个老登好难死。,Group_Old,这个 老登 好 难 死 。,r x a a v x,这个/r 老登/x 好/a 难/a 死/v 。/x,[]
真的要感谢那个太妹前妻和老登前夫，都是奇葩。,Group_Old,真的 要 感谢 那个 太妹 前妻 和 老登 前夫 ， 都 是 奇葩 。,d v v r n n c x n x d v n x,真的/d 要/v 感谢/v 那个/r 太妹/n 前妻/n 和/c 老登/x 前夫/n ，/x 都/d 是/v 奇葩/n 。/x,"['感谢', '太妹', '前妻', '前夫', '奇葩']"
这个老登的热搜一上，以后粉圈就更完蛋了。,Group_Old,这个 老登 的 热 搜 一上 ， 以后 粉圈 就 更 完蛋 了 。,r x uj a v s x f n d d v ul x,这个/r 老登/x 的/uj 热/a 搜/v 一上/s ，/x 以后/f 粉圈/n 就/d 更/d 完蛋/v 了/ul 。/x,"['一上', '粉圈', '完蛋']"
粉圈里的老登都盯着呢。,Group_Old,粉 圈里 的 老登 都 盯 着 呢 。,n q uj x d v uz y x,粉/n 圈里/q 的/uj 老登/x 都/d 盯/v 着/uz 呢/y 。/x,['圈里']
你这个老登，是真的难杀啊！,Group_Old,你 这个 老登 ， 是 真的 难 杀 啊 ！,r r x x v d a v y x,你/r 这个/r 老登/x ，/x 是/v 真的/d 难/a 杀/v 啊/y ！/x,[]
一个60岁的老登居然和20多岁的穷学生谈纯爱。,Group_Old,一个 60 岁 的 老登 居然 和 20 多岁 的 穷学生 谈 纯爱 。,m m m uj x d c m m uj n v a x,一个/m 60/m 岁/m 的/uj 老登/x 居然/d 和/c 20/m 多岁/m 的/uj 穷学生/n 谈/v 纯爱/a 。/x,"['60', '20', '多岁', '穷学生', '纯爱']"
六一快乐吧，你这个过期的老登。,Group_Old,六一 快乐 吧 ， 你 这个 过期 的 老登 。,m a y x r r t uj x x,六一/m 快乐/a 吧/y ，/x 你/r 这个/r 过期/t 的/uj 老登/x 。/x,"['六一', '快乐', '过期']"
这个老登自己没孩子。,Group_Old,这个 老登 自己 没 孩子 。,r x r v n x,这个/r 老登/x 自己/r 没/v 孩子/n 。/x,[]
他就像个破碎的老古董，跟时代格格不入，反而歇斯底里。,Group_Old,他 就 像 个 破碎 的 老古董 ， 跟 时代 格格不入 ， 反而 歇斯底里 。,r d v q v uj nr x p n i x c ns x,他/r 就/d 像/v 个/q 破碎/v 的/uj 老古董/nr ，/x 跟/p 时代/n 格格不入/i ，/x 反而/c 歇斯底里/ns 。/x,"['破碎', '老古董', '时代', '格格不入', '反而', '歇斯底里']"
该死的老登，快滚！,Group_Old,该死 的 老登 ， 快滚 ！,v uj x x z x,该死/v 的/uj 老登/x ，/x 快滚/z ！/x,"['该死', '快滚']"
那些老古董不先解决问题，反而先忙着找别的毛病。,Group_Old,那些 老古董 不 先 解决问题 ， 反而 先 忙 着 找 别的 毛病 。,r nr d d n x c d v uz v r n x,那些/r 老古董/nr 不/d 先/d 解决问题/n ，/x 反而/c 先/d 忙/v 着/uz 找/v 别的/r 毛病/n 。/x,"['老古董', '解决问题', '反而', '毛病']"
那群老登肯定赚了不少，建议罚他们三倍。,Group_Old,那 群 老登 肯定 赚 了 不少 ， 建议 罚 他们 三倍 。,r q x v v ul d x n zg r m x,那/r 群/q 老登/x 肯定/v 赚/v 了/ul 不少/d ，/x 建议/n 罚/zg 他们/r 三倍/m 。/x,"['肯定', '不少', '建议', '三倍']"
这个老登不太对劲，我妹妹很害怕。,Group_Old,这个 老登 不 太 对劲 ， 我 妹妹 很 害怕 。,r x d d a x r n zg v x,这个/r 老登/x 不/d 太/d 对劲/a ，/x 我/r 妹妹/n 很/zg 害怕/v 。/x,"['对劲', '妹妹', '害怕']"
这些老登们，就让他们折腾一辈子去吧。,Group_Old,这些 老登 们 ， 就让 他们 折腾 一辈子 去 吧 。,r x k x v r v m v y x,这些/r 老登/x 们/k ，/x 就让/v 他们/r 折腾/v 一辈子/m 去/v 吧/y 。/x,"['就让', '折腾', '一辈子']"
你这个老古董就别再说教了，没人爱听！,Group_Old,你 这个 老古董 就别 再说 教 了 ， 没人爱 听 ！,r r nr d c v ul x l v x,你/r 这个/r 老古董/nr 就别/d 再说/c 教/v 了/ul ，/x 没人爱/l 听/v ！/x,"['老古董', '就别', '没人爱']"
我每天都祈求那个老登快点死。,Group_Old,我 每天 都 祈求 那个 老登 快点 死 。,r r d v r x d v x,我/r 每天/r 都/d 祈求/v 那个/r 老登/x 快点/d 死/v 。/x,"['祈求', '快点']"
这个老登到底要干啥？,Group_Old,这个 老登 到底 要 干 啥 ？,r x d v v r x,这个/r 老登/x 到底/d 要/v 干/v 啥/r ？/x,['到底']
那个老登不仅天天和老板吵架，还搞性骚扰。,Group_Old,那个 老登 不仅 天天 和 老板 吵架 ， 还 搞 性骚扰 。,r x c t c n v x d v l x,那个/r 老登/x 不仅/c 天天/t 和/c 老板/n 吵架/v ，/x 还/d 搞/v 性骚扰/l 。/x,"['天天', '老板', '吵架', '性骚扰']"
精神病和老登子真是太有特权了。,Group_Old,精神病 和 老登 子 真是太 有 特权 了 。,n c x ng nr v n ul x,精神病/n 和/c 老登/x 子/ng 真是太/nr 有/v 特权/n 了/ul 。/x,"['精神病', '真是太', '特权']"
那个老登请70岁的烂片导演来拍戏，就是为了骗粉丝的钱。,Group_Old,那个 老登 请 70 岁 的 烂片 导演 来 拍戏 ， 就是 为了 骗 粉丝 的 钱 。,r x v m m uj n v v v x d p v n uj n x,那个/r 老登/x 请/v 70/m 岁/m 的/uj 烂片/n 导演/v 来/v 拍戏/v ，/x 就是/d 为了/p 骗/v 粉丝/n 的/uj 钱/n 。/x,"['70', '烂片', '导演', '拍戏', '粉丝']"
这些倚老卖老的人，就该全抓去养老院待着。,Group_Old,这些 倚老卖老 的 人 ， 就 该 全 抓 去 养老院 待 着 。,r i uj n x d r a v v nr v uz x,这些/r 倚老卖老/i 的/uj 人/n ，/x 就/d 该/r 全/a 抓/v 去/v 养老院/nr 待/v 着/uz 。/x,"['倚老卖老', '养老院']"
他真是老糊涂了。,Group_Old,他 真是 老糊涂 了 。,r d z ul x,他/r 真是/d 老糊涂/z 了/ul 。/x,['老糊涂']
我能肯定，第三个人是个老登。,Group_Old,我 能 肯定 ， 第三个 人 是 个 老登 。,r v v x m n v q x x,我/r 能/v 肯定/v ，/x 第三个/m 人/n 是/v 个/q 老登/x 。/x,"['肯定', '第三个']"
